name,abbrv,formula,state,ref1,ref2,date,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T,azero,neutral_ion_type,dissrxn,tag,formula_ox,category_1,category_2
MgCl+,MgCl+,MgCl+,aq,SSH97,NA,9/18/1997,cal,-139700,-150933,-19,25,1.26,2.223,-2.3505,6.6669,-2.6818,28.6016,2.058,0.8449,1,4,0,-1.0000 MgCl+ 1.0000 Cl- 1.0000 Mg+2,,Mg+2 Cl-,inorganic_aq,
MgF+,MgF+,MgF+,aq,SSH97,NA,9/18/1997,cal,-177690,-190950,-28.07,39.1,-17.47,-0.2975,-8.5049,9.0858,-2.4274,38.0239,4.9301,0.9706,1,4,0,-1.0000 MgF+ 1.0000 F- 1.0000 Mg+2,,Mg+2 F-,inorganic_aq,
CaF+,CaF+,CaF+,aq,SSH97,NA,9/18/1997,cal,-200390,-208600,-9,30.1,-13.46,0.1568,-7.3958,8.6499,-2.4732,30.1743,3.0968,0.6911,1,4,0,-1.0000 CaF+ 1.0000 Ca+2 1.0000 F-,,Ca+2 F-,inorganic_aq,
KSO4-,KSO4-,KSO4-,aq,SSH97,NA,9/18/1997,cal,-246640,-276980,35,-10.9,27.8,5.9408,6.7274,3.0989,-3.0571,9.9089,-5.2549,1.0996,-1,4,0,-1.0000 KSO4- 1.0000 K+ 1.0000 SO4-2,,S+6 K+ 4O-2,inorganic_aq,
CaSO4,CaSO4,CaSO4,aq,SSH97,NA,9/18/1997,cal,-312930,-345900,5,-25,4.7,2.4079,-1.8992,6.4895,-2.7004,-8.4942,-8.1271,-0.001,0,4,0,-1.0000 CaSO4 1.0000 Ca+2 1.0000 SO4-2,,S+6 Ca+2 4O-2,inorganic_aq,
HSiO3-,HSiO3-,HSiO3-,aq,SSH97,NA,9/18/1997,cal,-242801,-273872,5,-21,5,2.9735,-0.5158,5.9467,-2.7575,8.1489,-7.3123,1.5511,-1,4,0,-1.0000 HSiO3- -1.0000 H+ 1.0000 H2O 1.0000 SiO2,,Si+4 H+ 3O-2,inorganic_aq,
LiCl,LiCl,LiCl,aq,SSH97,NA,9/18/1997,cal,-99250,-105680,13.14,20.3,28,5.5837,5.8554,3.4416,-3.021,17.7136,1.1006,-0.038,0,4,0,-1.0000 LiCl 1.0000 Cl- 1.0000 Li+,,Li+ Cl-,inorganic_aq,
KCl,KCl,KCl,aq,SSH97,NA,9/18/1997,cal,-95430,-95390,42.25,-8.3,38.3,6.9932,9.297,2.0889,-3.1633,0.9522,-4.7253,-0.038,0,4,0,-1.0000 KCl 1.0000 Cl- 1.0000 K+,,K+ Cl-,inorganic_aq,
RbCl,RbCl,RbCl,aq,SSH97,NA,9/18/1997,cal,-97870,-96800,48.56,-20,41.6,7.4542,10.4227,1.6465,-3.2098,-5.6468,-7.1086,-0.01,0,4,0,-1.0000 RbCl 1.0000 Cl- 1.0000 Rb+,,Rb+ Cl-,inorganic_aq,
CsCl,CsCl,CsCl,aq,SSH97,NA,9/18/1997,cal,-100900,-100950,52.58,-24,48,8.401,12.7344,0.7379,-3.3054,-6.0563,-7.9234,0.2,0,4,0,-1.0000 CsCl 1.0000 Cl- 1.0000 Cs+,,Cs+ Cl-,inorganic_aq,
NaF,NaF,NaF,aq,SSH97,NA,9/18/1997,cal,-128570,-135860,12,11.2,5.71,2.5336,-1.5922,6.3689,-2.7131,12.3804,-0.7531,-0.038,0,4,0,-1.0000 NaF 1.0000 F- 1.0000 Na+,,Na+ Cl-,inorganic_aq,
RbF,RbF,RbF,aq,SSH97,NA,9/18/1997,cal,-136450,-139710,31.6,-16,19,4.3647,2.8788,4.6115,-2.898,-3.2196,-6.2938,-0.001,0,4,0,-1.0000 RbF 1.0000 F- 1.0000 Rb+,,Rb+ F-,inorganic_aq,
NaBr,NaBr,NaBr,aq,SSH97,NA,9/18/1997,cal,-85610,-84830,34.1,7.97,32.04,6.1257,7.1789,2.9214,-3.0757,10.1926,-1.4111,-0.07,0,4,0,-1.0000 NaBr 1.0000 Br- 1.0000 Na+,,Br- Na+,inorganic_aq,
KBr,KBr,KBr,aq,SSH97,NA,9/18/1997,cal,-90010,-86320,47.5,-7.97,46,8.058,11.897,1.067,-3.2708,1.4496,-4.658,-0.005,0,4,0,-1.0000 KBr 1.0000 Br- 1.0000 K+,,Br- K+,inorganic_aq,
RbBr,RbBr,RbBr,aq,SSH97,NA,9/18/1997,cal,-91010,-85730,54.2,-19.19,49,8.4668,12.8952,0.6747,-3.312,-5.172,-6.9436,-0.01,0,4,0,-1.0000 RbBr 1.0000 Br- 1.0000 Rb+,,Rb+ Br-,inorganic_aq,
CsBr,CsBr,CsBr,aq,SSH97,NA,9/18/1997,cal,-94610,-88490,57.3,-26.57,57,9.5646,15.5757,-0.3789,-3.4228,-9.4143,-8.4469,-0.001,0,4,0,-1.0000 CsBr 1.0000 Br- 1.0000 Cs+,,Cs+ Br-,inorganic_aq,
NaI,NaI,NaI,aq,SSH97,NA,1991-01-00,cal,-72900,-69101,37.7,10.14,43,7.6488,10.8979,1.4597,-3.2295,12.1001,-0.969,-0.001,0,4,0,-1.0000 NaI 1.0000 I- 1.0000 Na+,,I- Na+,inorganic_aq,
KI,KI,KI,aq,SSH97,NA,9/18/1997,cal,-77740,-71829,49.2,-5.8,59,9.8369,16.2406,-0.6402,-3.4503,2.7214,-4.216,-0.005,0,4,0,-1.0000 KI 1.0000 I- 1.0000 K+,,I- K+,inorganic_aq,
RbI,RbI,RbI,aq,SSH97,NA,9/18/1997,cal,-78900,-71720,56.3,-17.02,64,10.5225,17.9145,-1.2982,-3.5195,-3.8174,-6.5015,-0.001,0,4,0,-1.0000 RbI 1.0000 I- 1.0000 Rb+,,Rb+ I-,inorganic_aq,
CsI,CsI,CsI,aq,SSH97,NA,9/18/1997,cal,-83460,-77820,60.3,-24.4,72,11.6513,20.6709,-2.3815,-3.6335,-7.212,-8.0048,0.1,0,4,0,-1.0000 CsI 1.0000 Cs+ 1.0000 I-,,Cs+ I-,inorganic_aq,
Ag(CO3)-,Ag(CO3)-,Ag(CO3)-,aq,SSH97,NA,9/29/1997,cal,-111430,-142490,0,-10.2,-0.42,2.2588,-2.2632,6.6326,-2.6854,15.2147,-5.1123,1.631,-1,4,0,-1.0000 Ag(CO3)- -1.0000 H+ 1.0000 HCO3- 1.0000 Ag+,,Ag+ C+4 3O-2,inorganic_aq,
Ag(CO3)2-3,Ag(CO3)2-3,Ag(CO3)2-3,aq,SSH97,NA,9/29/1997,cal,-236890,-304200,-19,-28.3,1.64,3.7128,1.2872,5.2371,-2.8322,36.5589,-8.7993,5.0992,-3,4,0,-1.0000 Ag(CO3)2-3 -2.0000 H+ 2.0000 HCO3- 1.0000 Ag+,,Ag+ 2C+4 6O-2,inorganic_aq,
MgCO3,MgCO3,MgCO3,aq,SSH97,NA,10/1/1997,cal,-238760,-270570,-24,-27.4,-18.18,-0.7355,-9.5745,9.5062,-2.3831,-10.2416,-8.6159,-0.038,0,4,0,-1.0000 MgCO3 1.0000 HCO3- 1.0000 Mg+2 -1.0000 H+,,C+4 Mg+2 3O-2,inorganic_aq,
CaCO3,CaCO3,CaCO3,aq,SSH97,NA,10/2/1997,cal,-262850,-287390,2.5,-29.6,-15.66,-0.3907,-8.7325,9.1753,-2.4179,-11.5309,-9.0641,-0.038,0,4,0,-1.0000 CaCO3 -1.0000 H+ 1.0000 Ca+2 1.0000 HCO3-,,C+4 Ca+2 3O-2,inorganic_aq,
SrCO3,SrCO3,SrCO3,aq,SSH97,NA,10/2/1997,cal,-264860,-288620,8.5,-32.1,-15.24,-0.3332,-8.5922,9.1201,-2.4237,-12.9961,-9.5733,-0.038,0,4,0,-1.0000 SrCO3 1.0000 HCO3- 1.0000 Sr+2 -1.0000 H+,,Sr+2 C+4 3O-2,inorganic_aq,
BaCO3,BaCO3,BaCO3,aq,SSH97,NA,10/2/1997,cal,-263830,-285850,16,-34.4,-11.81,0.1361,-7.4461,8.6697,-2.4711,-14.344,-10.0418,-0.038,0,4,0,-1.0000 BaCO3 -1.0000 H+ 1.0000 HCO3- 1.0000 Ba+2,,Ba+2 C+4 3O-2,inorganic_aq,
NaHSiO3,NaHSiO3,NaHSiO3,aq,SSH97,NA,10/2/1997,cal,-307890,-333894,10,24.61,12.72,3.4928,0.75,5.4483,-2.81,20.2395,1.9785,-0.038,0,4,0,-1.0000 NaHSiO3 -1.0000 H+ 1.0000 H2O 1.0000 Na+ 1.0000 SiO2,,Si+4 Na+ H+ 3O-2,inorganic_aq,
KHSO4,KHSO4,KHSO4,aq,SSH97,NA,10/2/1997,cal,-243400,-267400,55,57.72,53.77,9.1226,14.4964,0.0453,-3.3782,39.9849,8.723,-0.001,0,4,0,-1.0000 KHSO4 1.0000 H+ 1.0000 K+ 1.0000 SO4-2,,S+6 K+ H+ 4O-2,inorganic_aq,
SrF+,SrF+,SrF+,aq,SSH97,NA,10/2/1997,cal,-202290,-210670,-6.2,16.11,-12.79,0.2336,-7.2081,8.5761,-2.481,21.5706,0.2471,0.6472,1,4,0,-1.0000 SrF+ 1.0000 F- 1.0000 Sr+2,,Sr+2 F-,inorganic_aq,
BaF+,BaF+,BaF+,aq,SSH97,NA,10/9/1997,cal,-201807,-206931,6.38,10.71,-7,0.916,-5.542,7.9213,-2.5498,16.7731,-0.8065,0.4555,1,4,0,-1.0000 BaF+ 1.0000 Ba+2 1.0000 F-,,Ba+2 F-,inorganic_aq,
CaCl+,CaCl+,CaCl+,aq,SSH97,NA,10/2/1997,cal,-163100,-168607,4.5,17.47,5.74,2.7148,-1.1497,6.1949,-2.7314,20.8839,0.5241,0.4862,1,4,0,-1.0000 CaCl+ 1.0000 Ca+2 1.0000 Cl-,,Ca+2 Cl-,inorganic_aq,
CaCl2,CaCl2,CaCl2,aq,SSH97,NA,10/2/1997,cal,-194000,-211060,6,30.96,32.64,6.2187,7.4058,2.8322,-3.0851,23.961,3.272,-0.038,0,4,0,-1.0000 CaCl2 1.0000 Ca+2 2.0000 Cl-,,Ca+2 2Cl-,inorganic_aq,
SrCl+,SrCl+,SrCl+,aq,SSH97,NA,10/2/1997,cal,-165800,-169790,11,11.84,6.41,2.7719,-1.0104,6.1402,-2.7372,16.6402,-0.6227,0.3837,1,4,0,-1.0000 SrCl+ 1.0000 Cl- 1.0000 Sr+2,,Sr+2 Cl-,inorganic_aq,
BaCl+,BaCl+,BaCl+,aq,SSH97,NA,10/2/1997,cal,-164730,-165323,24,6.67,11.87,3.4534,0.6537,5.4861,-2.806,11.8213,-1.6759,0.1895,1,4,0,-1.0000 BaCl+ 1.0000 Ba+2 1.0000 Cl-,,Ba+2 Cl-,inorganic_aq,
FeCl2,FeCl2,FeCl2,aq,SSH97,NA,10/2/1997,cal,-73480,-78490,43,29.2,27.43,5.5057,5.665,3.5164,-3.0131,22.9295,2.9135,-0.038,0,4,0,-1.0000 FeCl2 1.0000 Fe+2 2.0000 Cl-,,Fe+2 2Cl-,inorganic_aq,
MnCl+,MnCl+,MnCl+,aq,SSH97,NA,10/2/1997,cal,-86290,-88280,12,25.12,6.74,2.8119,-0.9126,6.1017,-2.7412,24.2838,2.0824,0.3686,1,4,0,-1.0000 MnCl+ 1.0000 Cl- 1.0000 Mn+2,,Mn+2 Cl-,inorganic_aq,
PbCl4-2,PbCl4-2,PbCl4-2,aq,SSH97,NA,10/2/1997,cal,-133177,-159209,66,-35.18,99.86,16.1777,31.723,-6.7255,-4.0904,5.9335,-10.2007,2.2126,-2,4,0,-1.0000 PbCl4-2 1.0000 Pb+2 4.0000 Cl-,,Pb+2 4Cl-,inorganic_aq,
AgCl4-3,AgCl4-3,AgCl4-3,aq,SSH97,NA,10/2/1997,cal,-112280,-150616,35,16.09,122.97,20.0386,41.1504,-10.4309,-4.4801,55.0238,0.243,4.2796,-3,4,0,-1.0000 AgCl4-3 1.0000 Ag+ 4.0000 Cl-,,Ag+ 4Cl-,inorganic_aq,
AgNO3,AgNO3,AgNO3,aq,SSH97,NA,10/2/1997,cal,-7738,-23320,49,31.28,36.64,6.766,8.7423,2.3069,-3.1404,24.1485,3.3372,-0.038,0,4,0,-1.0000 AgNO3 1.0000 Ag+ 1.0000 NO3-,,Ag+ N+5 3O-2,inorganic_aq,
MnSO4,MnSO4,MnSO4,aq,SSH97,NA,10/2/1997,cal,-235640,-266750,5,-20.6,2.8,2.1354,-2.5645,6.751,-2.6729,-6.2564,-7.2308,-0.038,0,4,0,-1.0000 MnSO4 1.0000 Mn+2 1.0000 SO4-2,,Mn+2 S+6 4O-2,inorganic_aq,
FeF+,FeF+,FeF+,aq,SSH97,NA,10/9/1997,cal,-91157,-101452,-20.92,20.84,-18.14,-0.4234,-8.8124,9.2067,-2.4146,26.3785,1.2102,0.8683,1,3,0,-1.0000 FeF+ 1.0000 F- 1.0000 Fe+2,,Fe+2 F-,inorganic_aq,
FeF+2,FeF+2,FeF+2,aq,SSH97,NA,10/9/1997,cal,-79645,-87141,-25.7,7.64,-41.54,-3.4294,-16.152,12.0915,-2.1112,23.9805,-1.4787,1.4477,2,3,0,-1.0000 FeF+2 1.0000 Fe+3 1.0000 F-,,Fe+3 F-,inorganic_aq,
MgHSiO3+,Mg(HSiO3)+,Mg(HSiO3)+,aq,SSH97,NA,10/9/1997,cal,-353025,-385700,-23.78,37.82,-10.57,0.6289,-6.2428,8.1967,-2.5209,36.7882,4.6702,0.9177,1,4,0,-1.0000 MgHSiO3+ -1.0000 H+ 1.0000 Mg+2 1.0000 H2O 1.0000 SiO2,,Si+4 H+ Mg+2 3O-2,inorganic_aq,
CaHSiO3+,Ca(HSiO3)+,Ca(HSiO3)+,aq,SSH97,NA,10/9/1997,cal,-376299,-403109,-1.99,32.87,-6.56,1.0647,-5.1787,7.7785,-2.5649,30.8048,3.6619,0.5831,1,4,0,-1.0000 CaHSiO3+ -1.0000 H+ 1.0000 Ca+2 1.0000 H2O 1.0000 SiO2,,Si+4 Ca+2 H+ 3O-2,inorganic_aq,
ClO4-,ClO4-,ClO4-,aq,SSWS97,SH88.1,11/7/1997,cal,-2040,-30910,43.5,-6,44.2,8.1411,15.5654,-7.8077,-3.4224,16.45,-6.57,0.9699,-1,3,0,-1.0000 ClO4- 1.0000 Cl- 2.0000 O2(g),aux,Cl+7 4O-2,inorganic_aq,
CrO4-2,CrO4-2,CrO4-2,aq,SSWS97,NA,11/7/1997,cal,-174800,-210930,13.8,-62.6,19.8,5.4891,5.6223,3.5382,-3.0113,-2.8608,-15.7861,3.0024,-2,4,0,,basis,Cr+6 4O-2,inorganic_aq,
HCrO4-,HCrO4-,HCrO4-,aq,SSWS97,NA,11/7/1997,cal,-183700,-210000,46.6,1.5,44.9,8.2211,12.2925,0.9174,-3.2871,15.5492,-2.729,0.923,-1,4,0,-1.0000 HCrO4- 1.0000 CrO4-2 1.0000 H+,,Cr+6 H+ 4O-2,inorganic_aq,
MnO4-,MnO4-,MnO4-,aq,SSWS97,NA,11/7/1997,cal,-107600,-129900,46.5,-1.8,42,7.8248,11.3277,1.2912,-3.2472,13.6317,-3.4012,0.9248,-1,4,0,-1.0000 MnO4- -3.0000 H+ 1.0000 Mn+2 1.2500 O2(g) 1.5000 H2O,aux,Mn+7 4O-2,inorganic_aq,
Cr2O7-2,Cr2O7-2,Cr2O7-2,aq,SSWS97,NA,11/7/1997,cal,-312970,-355370,72,-29.1,72.7,12.4303,22.568,-3.1161,-3.7119,8.658,-8.9622,2.1216,-2,4,0,-1.0000 Cr2O7-2 -1.0000 H2O 2.0000 CrO4-2 2.0000 H+,,2Cr+6 7O-2,inorganic_aq,
MoO4-2,MoO4-2,MoO4-2,aq,SSWS97,NA,11/7/1997,cal,-200400,-238300,9,-47.5,30.4,6.9651,2.7095,18.6617,-2.8909,6.6829,-12.7102,3.0777,-2,4,0,,basis,Mo+6 4O-2,inorganic_aq,
WO4-2,WO4-2,WO4-2,aq,SSWS97,NA,11/7/1997,cal,-218500,-236500,9.7,-44.5,32.2,7.2074,8.7933,4.4891,-3.1424,8.3308,-12.0991,3.0657,-2,4,0,,basis,W+6 4O-2,inorganic_aq,
HWO4-,HWO4-,HWO4-,aq,SSWS97,NA,11/7/1997,cal,-223400,-255000,31.2,30.6,41,7.7661,11.182,1.3532,-3.2412,34.7493,3.1986,1.1559,-1,4,0,-1.0000 HWO4- 1.0000 WO4-2 1.0000 H+,,W+6 H+ 4O-2,inorganic_aq,
PO4-3,PO4-3,PO4-3,aq,SSWS97,SH88.1,11/7/1997,cal,-243500,-305300,-53,-124.6,-30.6,-0.5258,-9.0576,9.2927,-2.4045,-15.1599,-28.4155,5.6114,-3,4,0,-1.0000 PO4-3 -1.0000 H+ 1.0000 HPO4-2,,P+5 4O-2,inorganic_aq,
Ga+3,Ga+3,Ga+3,aq,SSWS97,SH88.1,11/7/1997,cal,-38000,-50600,-79,-26.5,-40.5,-2.8378,-14.7065,11.5197,-2.1709,16.2356,-8.4326,2.7787,3,5,0,,basis,Ga+3 ,inorganic_aq,
Pr+3,Pr+3,Pr+3,aq,SSWS97,SH88.1,11/7/1997,cal,-162600,-168800,-50,-40.3,-42.8,-3.2061,-14.2894,8.5328,-2.1882,3.9607,-11.2844,2.3369,3,5,0,,basis,Pr+3 ,inorganic_aq,
Tb+3,Tb+3,Tb+3,aq,SSWS97,SH88.1,11/7/1997,cal,-159500,-166900,-54,-35.8,-40.9,-2.9245,-14.9162,11.5979,-2.1623,7.1853,-10.3677,2.4007,3,5,0,,basis,Tb+3 ,inorganic_aq,
Mn+2,Mn+2,Mn+2,aq,SSWS97,NA,11/7/1997,cal,-55100,-52900,-16.2,-4.1,-17.1,-0.1015,-8.004,8.84,-2.448,16.6672,-3.8697,1.4006,2,6,0,,basis,Mn+2 ,inorganic_aq,
Co+2,Co+2,Co+2,aq,SSWS97,SH88.1,11/7/1997,cal,-13000,-13900,-27,-7.8,-25.5,-1.2252,-8.9356,5.3191,-2.4095,15.2013,-4.6234,1.4769,2,4.5,0,,basis,Co+2 ,inorganic_aq,
Cr+3,Cr+3,Cr+3,aq,SSWS97,NA,11/7/1997,cal,-49300,-60000,-77,-22.9,-40,-2.7824,-14.5709,11.4661,-2.1765,17.9914,-7.6992,2.7403,3,4,0,-1.0000 Cr+3 -2.5000 H2O -0.7500 O2(g) 1.0000 CrO4-2 5.0000 H+,aux,Cr+3 ,inorganic_aq,
UO2+2,UO2+2,UO2+2,aq,SSWS97,NA,11/7/1997,cal,-227680,-243550,-23.5,10.2,5.73,3.0256,-4.1084,15.3326,-2.6091,21.07,0.43,1.4099,2,4,0,-1.0000 UO2+2 -2.0000 H+ 1.0000 U+4 1.0000 H2O 0.5000 O2(g),aux,U+6 2O-2,inorganic_aq,
Be+2,Be+2,Be+2,aq,SSWS97,NA,11/11/1997,cal,-90550,-91500,-32.1,-5.8,-20.9,-0.5718,-9.1742,9.3462,-2.3996,17.0245,-4.216,1.5475,2,8,0,,basis,Be+2 ,inorganic_aq,
In+3,In+3,In+3,aq,SSWS97,SH88.1,11/11/1997,cal,-23400,-25000,-63,-15.6,-35.5,-2.2361,-13.2378,10.9433,-2.2316,20.3744,-6.2122,2.5346,3,5,0,,basis,In+3 ,inorganic_aq,
Tl+,Tl+,Tl+,aq,SSWS97,SH88.1,11/11/1997,cal,-7740,1280,30,-4.2,18.2,4.2884,2.6903,4.691,-2.8901,4.6024,-3.89,0.0974,1,4,0,,basis,Tl+ ,inorganic_aq,
Tl+3,Tl+3,Tl+3,aq,SSWS97,SH88.1,11/11/1997,cal,51300,47000,-46,-0.2,-27,-1.1607,-10.6078,9.9017,-2.3404,27.0098,-3.0752,2.2752,3,5,0,-1.0000 Tl+3 -1.0000 H2O 0.5000 O2(g) 1.0000 Tl+ 2.0000 H+,aux,Tl+3 ,inorganic_aq,
CN-,CN-,CN-,aq,SSWS97,NA,11/11/1997,cal,41200,36000,22.5,-17.7,23.9,5.4714,5.5813,3.5497,-3.0096,7.6773,-6.64,1.29,-1,4,0,-1.0000 CN- -1.0000 H2O -2.5000 O2(g) 1.0000 HCO3- 1.0000 NO3- 1.0000 H+,aux,C+2 N-3,inorganic_aq,
OCN-,OCN-,OCN-,aq,SSWS97,NA,11/11/1997,cal,-23280,-34900,25.5,-15.8,26.12,5.7591,6.2815,3.279,-3.0386,8.3509,-6.253,1.2422,-1,3,0,-1.0000 OCN- 0.5000 O2(g) 1.0000 CN-,aux,C+4 N-3 O-2,inorganic_aq,
SCN-,SCN-,SCN-,aq,SSWS97,NA,11/11/1997,cal,22160,18270,34.5,-9.6,35.7,7.0244,9.3687,2.0708,-3.1662,10.7414,-4.99,1.1073,-1,4,0,-1.0000 SCN- -1.5000 O2(g) -1.0000 H2O 1.0000 SO4-2 1.0000 CN- 2.0000 H+,aux,C+4 N-3 S-2,inorganic_aq,
SeCN-,SeCN-,SeCN-,aq,SSWS97,NA,11/11/1997,cal,19500,18530,46.6,-2.7,49.68,8.8752,13.8922,0.2829,-3.3532,13.0877,-3.5845,0.923,-1,4,0,-1.0000 SeCN- -1.0000 O2(g) -1.0000 H2O 1.0000 CN- 1.0000 SeO3-2 2.0000 H+,aux,Se-2 C+4 N-3,inorganic_aq,
Sn+2,Sn+2,Sn+2,aq,SSWS97,NA,11/11/1997,cal,-6570,-2100,-4,-15.5,-15.6,0.0094,-7.7516,8.781,-2.4584,7.416,-6.1919,1.1216,2,6,0,,basis,Sn+2 ,inorganic_aq,
HNO2,HNO2,HNO2,aq,SSWS97,NA,11/11/1997,cal,-12100,-28500,32.4,6.7,30.7,5.9151,6.659,3.1378,-3.0542,8.705,-1.6697,-0.1507,0,4,0,-1.0000 HNO2 1.0000 NO2- 1.0000 H+,,N+3 H+ 2O-2,inorganic_aq,
HNO3,HNO3,HNO3,aq,SSWS97,NA,11/11/1997,cal,-24730,-45410,42.7,18,40.2,7.1623,9.7063,1.9367,-3.1802,13.8907,0.632,-0.3066,0,3,0,-1.0000 HNO3 1.0000 H+ 1.0000 NO3-,,N+5 H+ 3O-2,inorganic_aq,
N2O2-2,N2O2-2,N2O2-2,aq,SSWS97,NA,11/11/1997,cal,33200,-2590,6.6,-59.3,3.6,3.3102,0.2986,5.638,-2.7912,0.1067,-15.1139,3.1145,-2,3,0,-1.0000 N2O2-2 2.0000 NO3- -2.0000 O2(g),aux,2N+ 2O-2,inorganic_aq,
HN2O2-,HN2O2-,HN2O2-,aq,SSWS97,NA,11/11/1997,cal,18200,-9400,34,9.3,32.4,6.5748,8.2753,2.4914,-3.121,21.8724,-1.1401,1.1132,-1,4,0,-1.0000 HN2O2- 1.0000 N2O2-2 1.0000 H+,,2N+ H+ 2O-2,inorganic_aq,
H2N2O2,H2N2O2,H2N2O2,aq,SSWS97,NA,11/11/1997,cal,8600,-13700,52,39,51.3,8.6337,13.3019,0.5163,-3.3288,24.9004,4.9097,-0.4475,0,3,0,-1.0000 H2N2O2 1.0000 N2O2-2 2.0000 H+,,2N+ 2H+ 2O-2,inorganic_aq,
N2H5+,N2H5+,N2H5+,aq,SSWS97,NA,11/11/1997,cal,19700,-1800,36.1,16.8,27.8,5.5711,5.8193,3.4672,-3.0195,16.0644,0.3876,0.0057,1,3,0,-1.0000 N2H5+ -3.5000 O2(g) 2.0000 NO3- 3.0000 H+ 1.0000 H2O,aux,2N-2 5H+,inorganic_aq,
N2H6+2,N2H6+2,N2H6+2,aq,SSWS97,NA,11/11/1997,cal,21100,-4000,24,15.7,18.1,4.4762,3.1468,4.516,-2.909,21.7574,0.1635,0.6936,2,3,0,-1.0000 N2H6+2 1.0000 N2H5+ 1.0000 H+,,2N-2 6H+,inorganic_aq,
P2O7-4,P2O7-4,P2O7-4,aq,SSWS97,NA,11/11/1997,cal,-458700,-542800,-28,-139.1,21.7,7.0687,9.4773,2.0273,-3.1707,-11.7223,-31.3692,6.9069,-4,3,0,-1.0000 P2O7-4 -1.0000 H2O 2.0000 HPO4-2,,2P+5 7O-2,inorganic_aq,
HP2O7-3,HP2O7-3,HP2O7-3,aq,SSWS97,NA,11/11/1997,cal,-471400,-543700,11,-28.7,36.5,8.3302,12.5558,0.8208,-3.298,32.1587,-8.8807,4.647,-3,4,0,-1.0000 HP2O7-3 2.0000 HPO4-2 1.0000 H+ -1.0000 H2O,,2P+5 H+ 7O-2,inorganic_aq,
H2P2O7-2,H2P2O7-2,H2P2O7-2,aq,SSWS97,NA,11/11/1997,cal,-480400,-544600,39,17.6,47.1,9.0963,14.4299,0.076,-3.3754,40.6359,0.5505,2.6218,-2,4,0,-1.0000 H2P2O7-2 2.0000 HPO4-2 -1.0000 H2O 2.0000 H+,,2P+5 2H+ 7O-2,inorganic_aq,
H3P2O7-,H3P2O7-,H3P2O7-,aq,SSWS97,NA,11/11/1997,cal,-483600,-544100,51,37.4,51.7,9.1292,14.5122,0.0398,-3.3788,35.9785,4.5838,0.8568,-1,4,0,-1.0000 H3P2O7- -1.0000 H2O 2.0000 HPO4-2 3.0000 H+,,2P+5 3H+ 7O-2,inorganic_aq,
H4P2O7,H4P2O7,H4P2O7,aq,SSWS97,NA,11/11/1997,cal,-485700,-542200,64,58.8,56.6,9.2975,14.9199,-0.113,-3.3957,34.8301,8.943,-0.6292,0,3,0,-1.0000 H4P2O7 2.0000 HPO4-2 4.0000 H+ -1.0000 H2O,,2P+5 4H+ 7O-2,inorganic_aq,
HPO3-2,HPO3-2,HPO3-2,aq,SSWS97,NA,11/11/1997,cal,-194000,-231600,4,-40.2,4.5,3.4463,0.6347,5.4974,-2.8051,11.6523,-11.2232,3.1527,-2,4,0,-1.0000 HPO3-2 1.0000 H3PO3 -2.0000 H+,,P+3 H+ 3O-2,inorganic_aq,
H2PO3-,H2PO3-,H2PO3-,aq,SSWS97,NA,11/11/1997,cal,-202350,-231700,31.7,5.5,14.7,4.1649,2.3899,4.8065,-2.8777,19.9762,-1.9142,1.1491,-1,3,0,-1.0000 H2PO3- 1.0000 H3PO3 -1.0000 H+,,P+3 2H+ 3O-2,inorganic_aq,
H3PO3,H3PO3,H3PO3,aq,SSWS97,NA,11/11/1997,cal,-204800,-230600,43.6,25.1,19.1,4.2704,2.6439,4.7145,-2.8882,17.9261,2.0783,-0.3203,0,3,0,-1.0000 H3PO3 -0.5000 O2(g) 1.0000 HPO4-2 2.0000 H+,aux,P+3 3H+ 3O-2,inorganic_aq,
H2PO2-,H2PO2-,H2PO2-,aq,SSWS97,NA,11/11/1997,cal,-122400,-146700,24.1,-7,22,5.2026,4.919,3.8223,-2.9823,13.7063,-4.4604,1.2637,-1,3,0,-1.0000 H2PO2- 1.0000 H3PO2 -1.0000 H+,,P+ 2H+ 2O-2,inorganic_aq,
H3PO2,H3PO2,H3PO2,aq,SSWS97,NA,11/11/1997,cal,-125100,-145600,36.9,14.1,35.4,6.5352,8.1731,2.543,-3.1168,12.414,-0.1623,-0.2188,0,3,0,-1.0000 H3PO2 -1.0000 O2(g) 1.0000 HPO4-2 2.0000 H+,aux,P+ 3H+ 2O-2,inorganic_aq,
SbO2-,SbO2-,SbO2-,aq,SSWS97,NA,11/11/1997,cal,-82400,-110000,-17.1,-44.1,-21.3,-0.5113,-9.0269,9.2893,-2.4057,-2.2802,-12.0177,1.8885,-1,5,0,,basis,Sb+3 2O-2,inorganic_aq,
HSbO2,HSbO2,HSbO2,aq,SSWS97,NA,11/11/1997,cal,-97400,-116600,11.1,-28.5,8.4,2.9726,-0.5203,5.9475,-2.7574,-8.9525,-8.84,0.1719,0,4,0,-1.0000 HSbO2 1.0000 H+ 1.0000 SbO2-,,Sb+3 H+ 2O-2,inorganic_aq,
